,city_name,name,city_cleaned
817,Goa,Calangute Beach,Calangute-Beach
818,Goa,Fort Aguada,Fort-Aguada
819,Goa,Cruise in Goa,Cruise-in-Goa
820,Goa,Water Sports in Goa,Water-Sports-in-Goa
821,Goa,Dudhsagar Falls,Dudhsagar-Falls
822,Goa,Anjuna Beach,Anjuna-Beach
823,Goa,Chapora Fort,Chapora-Fort
824,Goa,Thalassa,Thalassa
825,Goa,Basilica of Bom Jesus,Basilica-of-Bom-Jesus
826,Goa,Baga Beach,Baga-Beach
827,Goa,Butterfly Beach,Butterfly-Beach
828,Goa,Divar Island,Divar-Island
829,Goa,Scuba Diving in Goa,Scuba-Diving-in-Goa
830,Goa,Shopping in Goa,Shopping-in-Goa
831,Goa,Dona Paula,Dona-Paula
832,Goa,Arambol Beach,Arambol-Beach
833,Goa,Vagator Beach,Vagator-Beach
834,Goa,Fontainhas and Sao Tome,Fontainhas-and-Sao-Tome
835,Goa,Church of Our Lady of the Immaculate Conception,Church-of-Our-Lady-of-the-Immaculate-Conception
836,Goa,Tito's Nightclub,Tito's-Nightclub
837,Goa,Brittos,Brittos
838,Goa,Mambos,Mambos
839,Goa,Club LPK - Love Passion Karma,Club-LPK---Love-Passion-Karma
840,Goa,Anjuna Flea Market,Anjuna-Flea-Market
841,Goa,Palolem Beach,Palolem-Beach
842,Goa,Bungee Jumping in Goa,Bungee-Jumping-in-Goa
843,Goa,Spa and Massages,Spa-and-Massages
844,Goa,Colva Beach,Colva-Beach
845,Goa,Morjim Beach,Morjim-Beach
846,Goa,Casino,Casino
847,Goa,Agonda Beach,Agonda-Beach
848,Goa,Candolim Beach,Candolim-Beach
849,Goa,Se Cathedral,Se-Cathedral
850,Goa,Cavelossim Beach,Cavelossim-Beach
851,Goa,Patnem Beach,Patnem-Beach
852,Goa,Betalbatim Beach,Betalbatim-Beach
853,Goa,Fort Tiracol,Fort-Tiracol
854,Goa,Grande Island,Grande-Island
855,Goa,Bhagwan Mahavir Wildlife Sanctuary,Bhagwan-Mahavir-Wildlife-Sanctuary
856,Goa,Arvalem Waterfalls,Arvalem-Waterfalls
857,Goa,Mollem National Park,Mollem-National-Park
858,Goa,Sunburn Festival,Sunburn-Festival
859,Goa,Carnival in Goa,Carnival-in-Goa
860,Goa,Church of St,Church-of-St
861,Goa,Bambolim Beach,Bambolim-Beach
862,Goa,Butterfly Conservatory Of Goa,Butterfly-Conservatory-Of-Goa
863,Goa,Sri Mahadeva Temple,Sri-Mahadeva-Temple
864,Goa,Church of St Francis of Assisi,Church-of-St-Francis-of-Assisi
865,Goa,Cabo de Rama Beach,Cabo-de-Rama-Beach
866,Goa,Church Of St Augustine,Church-Of-St-Augustine
867,Goa,Savoi Spice Plantation,Savoi-Spice-Plantation
868,Goa,Ashwem Beach,Ashwem-Beach
