place,latitude,longitude
 Gotila Garden-Talav ,23.0398601,72.49423592168716
 Bansidhar Garden ,23.000192249999998,72.55455468986435
 One Tree Hill Garden ,23.0048635,72.598021
 Mysore Palace ,12.30521965,76.65538462991165
 Brindavan Gardens ,16.3131192,80.4197439
 Mysore Zoo ,12.3006384,76.6682662743162
 Somanathapura Temple ,12.2757664,76.88150686254238
 Chamundeshwari Temple ,12.5169664,76.8823005
 Shuka Vana ,,
 Jaganmohan Palace ,12.30681,76.65094
 Bonsai Garden ,18.9554577,72.805669
" Rail Museum, Mysore ",12.3167168,76.64347618863192
 Karanji Lake ,12.29786,76.67251
 GRS Fantasy Park ,12.3540981,76.63381021949658
 Edmuri Falls ,,
 Talakadu ,12.1919942,77.0293979
 Folklore Museum ,26.909509,70.9206431
 Trinesvaraswamy Temple ,,
 Nanjangud ,12.1276786,76.6811152
 Melukote Temples ,,
 Srikanteswara Temple ,8.4876559,76.9429289
 Lalitha Mahal Palace ,12.2982599,76.69251498918761
 Ashtanga Yoga Institute ,12.33236735,76.62879666456553
 Mysore Mandala Yoga Shala ,,
 Kunti Betta ,12.5082433,76.6982646
 Masinagudi ,11.5682904,76.6389659
 Chunchanakatte Falls ,,
 Balmuri Waterfalls ,,
 Lingambudhi Park ,,
 Javaregowda Park ,,
 Sanjeevini Park ,12.299586399999999,76.62503578047168
 Cheluvamba Park ,12.32176895,76.63673038390634
 Freedom Fighter's Park ,,
 Lingambudhi Lake ,,
 Krishnarajasagar Dam ,,
 Gulmarg Gondola ,34.04562,74.38463
 Kongdori Phase 1 ,,
 Apharwat Peak ,34.02044,74.3369937
 Drung Waterfall ,,
 Alpather Lake ,,
 Glass Igloo Cafe ,,
 Skiing in Gulmarg ,,
 Tangmarg ,34.0169889,74.39336275163726
 Khilanmarg ,,
 Maharani Temple ,17.7081627,83.3087666
 Seven Springs ,,
 Strawberry Valley ,,
 Gulmarg Ski Shop ,,
 Ningle Nallah ,,
 St Mary's Church ,17.4421437,78.5022568
 Gulmarg Golf Course ,34.0538661,74.39127430058369
 Baba Reshi Shrine ,,
 Miasa Cafe ,,
 Gulmarg Biosphere Reserve ,,
 Kanchenjunga Museum ,,
" Children's Park, Gulmarg ",,
 Shopping in Gulmarg ,,
 Ferozpur Nallah ,,
 Gulmarg Snow Festival ,,
 Sledge Ride in Gulmarg ,,
 Snowmobile Ride ,,
 Outer Circle Walk Gulmarg ,,
 Talacauvery ,12.9670097,77.68077933096873
 Namdroling Monastery ,12.43048645,75.96674784025477
 Trekking in Madikeri ,,
 Chingara Falls ,,
 Chelavara Falls ,12.2059799,75.6734692
 Cauvery Nisargadhama ,,
 Galibeedu Trek ,,
 Dubare Elephant Training Camp ,,
 Louisa point ,18.9871881,73.255681
 Charlotte lake ,18.980327449999997,73.26238964274194
 Monkey Point Matheran ,19.0042453,73.2727396
 Shivaji's Ladder ,,
 Panorama Point ,19.0186668,73.2795576
 One tree hill point ,18.9633979,73.2630423
 Echo Point Matheran ,18.9862195,73.2611377
 Neral Matheran Toy Train ,,
 Ambarnath Temple ,19.1604301,73.3135241
 Porcupine point ,19.0020113,73.2622868
 Alexander Point ,18.9766016,73.272316
 Hart Point ,,
 Little Chowk Point ,,
 Honeymoon Point ,24.5987144,72.6981499
 Shopping in Matheran ,,
 Rambagh Point ,,
 Prabal Fort ,,
 Belvedere Point ,18.9688871,73.2621286
 King George Point ,,
 Lord Point ,18.9803634,73.2603029
 Khandala Point ,18.983727,73.270993
 Mount Barry ,,
 Malang Point ,18.9909133,73.2566197
 Paymaster Park ,18.9912352,73.267264095368
 Irshalgad Fort ,18.93382785,73.23184724284705
 Pisharnath Mahadev Mandir ,,
 Vikatgad Peb Fort ,,
 Dhodani Waterfalls ,,
 Rock Climbing in Matheran ,,
 Grishneshwar Temple ,,
 Bibi ka Maqbara ,19.901447599999997,75.32023314712913
 The Ajanta caves ,,
 Ellora caves ,20.026752549999998,75.17751524179019
 Daulatabad Fort ,19.9429444,75.2131534
 Aurangabad Caves ,19.9172207,75.3119946
 Siddharth Garden ,19.05803375,72.9125036092342
 Gul Mandi ,,
 Bani Begum Garden ,,
 Panchakki ,29.2395933,79.5262223
 Kailasa Temple ,20.023752899999998,75.1793402929017
 Salim Ali Lake ,19.8990447,75.34114151854551
 Bhadra Maruti ,20.0098134,75.1956726
 Himroo Factory ,,
 Jama Masjid Aurangabad ,,
 Dargah of Pir Ismail ,,
 Killa Arak ,,
 Jayakwadi Dam ,19.472484950000002,75.36392124308259
 Tomb of Aurangzeb ,,
 Aurangabad Jain Temple ,24.6833702,87.95596078540456
 Chhatrapati Shivaji Museum ,17.6874373,73.9943857
 Dargah Baba Shah Musafir ,,
 Pitalkhora Caves ,,
 Goga Baba Hill ,,
 Mhaismal ,19.0701168,73.2387005
 Hazur Sahib Nanded ,19.1601795,77.3098821
 Soneri Mahal ,19.906645599999997,75.30931947202592
 Prozone Mall ,11.05539475,76.99373229891556
 Himayat Bagh ,19.9030529,75.3408494
 Naukhanda Palace ,,
 H2O Water Park ,,
 Ellora Ajanta Festival ,,
 Gautala Wildlife Sanctuary ,,
 Agumbe ,13.5084827,75.0962575
 Honnemaradu ,14.1845408,74.8872383
 Keladi ,14.2214761,75.0165753
 Tyavarekoppa Tiger and Lion Safari ,,
 Tyavarekoppa Tiger and Lion Safari ,,
 Sakrebailu Elephant Camp ,13.8408503,75.5147423
 Kundadri ,13.5580148,75.1689994
 Gudavi Bird Sanctuary ,,
 Mandagadde Bird Sanctuary ,13.7404951,75.46043388648444
 Gajanur Dam ,,
 Barkana Falls ,,
 Onake Abbi Falls ,,
 Shivappa Nayaka Palace Museum ,13.9279498,75.5832899
 Hosahalli ,13.9232732,75.7402053
 Mattur ,11.0818479,79.7697115
 Nagara Fort ,13.82087595,75.03459381033647
 Kunchikal Falls ,13.6952414,75.0275534
 Tunga Anicut Dam ,,
 Kanoor Fort ,,
 Linganamakki Dam ,14.175897800000001,74.84646237671234
 Unchalli Falls ,14.4100457,74.7481615
 Shivaganga Falls ,,
 Jogigundi Falls ,,
 Sigandur Chowdeshwari Temple ,,
 Koodli ,13.4868433,74.7671
 Pongal in Shimoga ,,
" Shiva Temple, Shimoga ",13.748696,75.3758581
 Shopping in Shimoga ,,
 Hidlumane Falls  ,13.8770705,74.8897981
 Achakanya Falls ,,
 Kavaledurga ,13.7177176,75.1269652
 Monkey Point ,19.0319395,73.0661856
 Gilbert Trail ,,
 Sunset Point Kasauli ,30.8917716,76.971174
 Christ (Anglican) Church ,,
 Toy Train Ride ,,
 Timber Trail ,30.8356286,76.9824661
 Gurudwara Shri Guru Nanakji ,,
 Kasauli Brewery ,,
 Baptist Church ,28.6528915,77.192125
 Sri Baba Balak Nath Temple ,,
 Gurka Fort ,,
